molecule_chembl_id,canonical_smiles,standard_value,standard_units,assay_description
CHEMBL4212686,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CC[C@@H](O)[C@H]32)[C@@H](C)[C@@H]1O,0.4,ug.mL-1,Synergistic antibacterial activity against Acinetobacter baumannii ATCC 19606 at 35:1 compound to doxycycline ratio after 48 hrs by resazurin dye based microdilution broth checkerboard method
CHEMBL4212686,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CC[C@@H](O)[C@H]32)[C@@H](C)[C@@H]1O,0.5,ug.mL-1,Synergistic antibacterial activity against Acinetobacter baumannii ATCC 19606 at 2:1 compound to doxycycline ratio after 48 hrs by resazurin dye based microdilution broth checkerboard method
CHEMBL4212686,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CC[C@@H](O)[C@H]32)[C@@H](C)[C@@H]1O,1.56,ug.mL-1,Synergistic antibacterial activity against multidrug-resistant Acinetobacter baumannii ATCC BAA 18002 at 60:1 compound to doxycycline ratio after 48 hrs by resazurin dye based microdilution broth checkerboard method
CHEMBL4212686,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CC[C@@H](O)[C@H]32)[C@@H](C)[C@@H]1O,1.56,ug.mL-1,Synergistic antibacterial activity against multidrug-resistant Acinetobacter baumannii ATCC BAA 18002 at 35:1 compound to doxycycline ratio after 48 hrs by resazurin dye based microdilution broth checkerboard method
CHEMBL4212686,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CC[C@@H](O)[C@H]32)[C@@H](C)[C@@H]1O,1.56,ug.mL-1,Synergistic antibacterial activity against multidrug-resistant Acinetobacter baumannii ATCC BAA 18002 at 2:1 compound to doxycycline ratio after 48 hrs by resazurin dye based microdilution broth checkerboard method
CHEMBL1257120,C[C@]1(COC(=O)Cc2ccc(O)c(O)c2)[C@H](C(=O)O)N2C(=O)/C(=C/c3ccccn3)[C@H]2S1(=O)=O,2.0,ug.mL-1,Antibacterial activity against Acinetobacter baumannii after 20 to 22 hrs by broth microdilution method
CHEMBL2221249,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii ATCC 17978 incubated for overnight duration by CLSI based method
CHEMBL2221249,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,2.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii SM1536 incubated for overnight duration by CLSI based method
CHEMBL2221249,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,16.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene incubated for overnight duration by CLSI based method
CHEMBL2221249,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,64.0,ug.mL-1,Antimicrobial activity against Acinetobacter baumannii SM1536 expressing mcr1 gene incubated for overnight duration by CLSI based method
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,0.5,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 16 ug/ml)
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,0.5,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 16 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,0.5,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 16 ug/ml)
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,0.25,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 expressing mcr1 gene assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 64 ug/ml)
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,1.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 expressing mcr1 gene assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 64 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,2.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 expressing mcr1 gene assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 64 ug/ml)
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,4.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 16 ug/ml)
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,4.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 16 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,2.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 16 ug/ml)
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,8.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 expressing mcr1 gene assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 64 ug/ml)
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,8.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 expressing mcr1 gene assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 64 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,8.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 expressing mcr1 gene assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 64 ug/ml)
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,100000.0,nM,Toxicity against Acinetobacter baumannii ATCC 17978 incubated for overnight duration by CLSI based method
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,200000.0,nM,Toxicity against Acinetobacter baumannii ATCC 17978 incubated for overnight duration by CLSI based method
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,200000.0,nM,Toxicity against Acinetobacter baumannii ATCC 17978 incubated for overnight duration by CLSI based method
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,100000.0,nM,Toxicity against Acinetobacter baumannii SM1536 incubated for overnight duration by CLSI based method
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,200000.0,nM,Toxicity against Acinetobacter baumannii SM1536 incubated for overnight duration by CLSI based method
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,200000.0,nM,Toxicity against Acinetobacter baumannii SM1536 incubated for overnight duration by CLSI based method
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,0.25,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene assessed as colistin MIC at 60 uM incubated for overnight duration by CLSI based method (Rvb = 16 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,1.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 expressing mcr1 gene assessed as colistin MIC at 60 uM incubated for overnight duration by CLSI based method (Rvb = 64 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,8.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM3941 assessed as colistin MIC at 60 uM incubated for overnight duration by CLSI based method (Rvb = 512 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,4.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM3942 assessed as colistin MIC at 60 uM incubated for overnight duration by CLSI based method (Rvb = 512 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,8.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM4112 assessed as colistin MIC at 60 uM incubated for overnight duration by CLSI based method (Rvb = 1024 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,2.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM4119 assessed as colistin MIC at 60 uM incubated for overnight duration by CLSI based method (Rvb = 1024 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,16.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM3941 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 512 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,16.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM3942 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 512 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,16.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM4112 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 1024 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,4.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM4119 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 1024 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,32.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM3941 assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 512 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,32.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM3942 assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 512 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,32.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM4112 assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 1024 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,16.0,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against colistin-resistant Acinetobacter baumannii PM4119 assessed as colistin MIC at 15 uM incubated for overnight duration by CLSI based method (Rvb = 1024 ug/ml)
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,0.0039,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 2 ug/ml)
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,0.016,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 2 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,0.00098,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii ATCC 17978 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 2 ug/ml)
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,0.0078,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 2 ug/ml)
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,0.016,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 2 ug/ml)
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,0.00098,ug.mL-1,Potentiation of colistin-induced antimicrobial activity against Acinetobacter baumannii SM1536 assessed as colistin MIC at 30 uM incubated for overnight duration by CLSI based method (Rvb = 2 ug/ml)
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,200000.0,nM,Toxicity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene incubated for overnight duration by CLSI based method
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,200000.0,nM,Toxicity against Acinetobacter baumannii ATCC 17978 expressing mcr1 gene incubated for overnight duration by CLSI based method
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,200000.0,nM,Toxicity against Acinetobacter baumannii SM1536 expressing mcr1 gene incubated for overnight duration by CLSI based method
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,200000.0,nM,Toxicity against Acinetobacter baumannii SM1536 expressing mcr1 gene incubated for overnight duration by CLSI based method
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,200000.0,nM,Toxicity against multidrug resistant Acinetobacter baumannii 5075 incubated for overnight duration by CLSI based method
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,200000.0,nM,Toxicity against multidrug resistant Acinetobacter baumannii 5075 incubated for overnight duration by CLSI based method
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,200000.0,nM,Toxicity against multidrug resistant Acinetobacter baumannii 5075 incubated for overnight duration by CLSI based method
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,200000.0,nM,Toxicity against multidrug resistant Acinetobacter baumannii BAA1605 incubated for overnight duration by CLSI based method
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,200000.0,nM,Toxicity against multidrug resistant Acinetobacter baumannii BAA1605 incubated for overnight duration by CLSI based method
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,200000.0,nM,Toxicity against multidrug resistant Acinetobacter baumannii BAA1605 incubated for overnight duration by CLSI based method
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,15000.0,nM,Potentiation of colistin-induced antimicrobial activity against multidrug resistant Acinetobacter baumannii 5075 assessed as minimum drug concentration needed to cause colsitin MIC of 0.125 ug/ml incubated for overnight duration by CLSI based method
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,20000.0,nM,Potentiation of colistin-induced antimicrobial activity against multidrug resistant Acinetobacter baumannii 5075 assessed as minimum drug concentration needed to cause colsitin MIC of 0.125 ug/ml incubated for overnight duration by CLSI based method
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,10000.0,nM,Potentiation of colistin-induced antimicrobial activity against multidrug resistant Acinetobacter baumannii 5075 assessed as minimum drug concentration needed to cause colsitin MIC of 0.125 ug/ml incubated for overnight duration by CLSI based method
CHEMBL4206559,CCCCCCc1ccc(-c2cn(CC)c(N)n2)cc1,15000.0,nM,Potentiation of colistin-induced antimicrobial activity against multidrug resistant Acinetobacter baumannii BAA1605 assessed as minimum drug concentration needed to cause colsitin MIC of 0.125 ug/ml incubated for overnight duration by CLSI based method
CHEMBL4204019,CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1,25000.0,nM,Potentiation of colistin-induced antimicrobial activity against multidrug resistant Acinetobacter baumannii BAA1605 assessed as minimum drug concentration needed to cause colsitin MIC of 0.125 ug/ml incubated for overnight duration by CLSI based method
CHEMBL4218587,CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cnc(N)n3Cc3ccc(CCCC)cc3)nn2)cc1,5000.0,nM,Potentiation of colistin-induced antimicrobial activity against multidrug resistant Acinetobacter baumannii BAA1605 assessed as minimum drug concentration needed to cause colsitin MIC of 0.125 ug/ml incubated for overnight duration by CLSI based method
CHEMBL4204691,CCCc1nonc1NC(=O)CCc1ccccc1,1000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4211909,CCCc1nonc1NC(=O)/C=C/c1ccccc1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4216887,O=C(COc1ccccc1Cl)Nc1nonc1-c1ccccc1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4207548,O=C(COc1ccccc1)Nc1nonc1-c1ccccc1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4212455,O=C(CSc1ccccc1)Nc1nonc1-c1ccccc1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4203214,O=C(CCc1ccccc1)Nc1nonc1-c1ccccc1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4208083,O=C(/C=C/c1ccccc1)Nc1nonc1-c1ccccc1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4210452,Cc1nonc1NC(=O)/C=C/c1ccc(O)c(O)c1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4215401,CC(=O)Oc1ccc(/C=C/C(=O)Nc2nonc2C)cc1OC(C)=O,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4205161,Cc1nonc1NC(=O)/C=C/c1ccccc1O,500000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4210061,CC(=O)Oc1ccccc1/C=C/C(=O)Nc1nonc1C,2000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4217393,COc1ccc(CCC(=O)Nc2nonc2C)cc1,2000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4205690,Cc1nonc1NC(=O)CCc1ccccc1,1000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4213935,Cc1nonc1NC(=O)c1ccc2ccccc2c1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4218864,Cc1nonc1NC(=O)c1cccc2ccccc12,1000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4209537,Cc1nonc1NC(=O)COc1cccc2ccccc12,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4214444,Cc1nonc1NC(=O)COc1ccc(Cl)c(Cl)c1,1000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4213063,Cc1nonc1NC(=O)COc1cccc(Cl)c1Cl,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4208149,Cc1nonc1NC(=O)COc1ccc(Cl)cc1,1000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4215571,Cc1nonc1NC(=O)COc1ccccc1Cl,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4210613,Cc1nonc1NC(=O)CSc1ccccc1,1000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4203379,Cc1nonc1NC(=O)COc1ccccc1,2000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4218464,Cc1nonc1NC(=O)/C=C/c1ccccc1,1000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4207728,Cc1nonc1NC(=O)CN(CC(=O)Nc1nonc1C)c1ccccc1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
CHEMBL4202856,Cc1nonc1NC(=O)CSc1ccc2ccccc2c1,4000000.0,nM,"Antibacterial activity against Acinetobacter baumannii ATCC 17978 after 24 to 48 hrs in presence of iron chelator 2,2'-dipyridyl by CLSI method"
